pano_id,lat,lon,date,source,parent_id,is_historical,best_score,good_matches,inliers,inlier_ratio,coverage,yaw,pitch,target_crop,pano_path,view_path,error
dtSHWLsfiWVrILOx8V0-hA,19.47588979164053,-99.11458339115272,,,,False,188.15,25,14,0.56,0.590617299079895,0,-4,left_houses,/home/runner/work/sample_website/sample_website/.cache/gsv_estrella_fast/panoramas/coarse/z1_dtSHWLsfiWVrILOx8V0-hA.jpg,/home/runner/work/sample_website/sample_website/.cache/gsv_estrella_fast/best_views/coarse/dtSHWLsfiWVrILOx8V0-hA.jpg,
DRkAacj6wl0jAYz95HMP3w,19.47221011783988,-99.11841118246632,,,,False,188.08527071162274,38,14,0.3684210526315789,0.4488072693347931,270,-4,full,/home/runner/work/sample_website/sample_website/.cache/gsv_estrella_fast/panoramas/coarse/z1_DRkAacj6wl0jAYz95HMP3w.jpg,/home/runner/work/sample_website/sample_website/.cache/gsv_estrella_fast/best_views/coarse/DRkAacj6wl0jAYz95HMP3w.jpg,
QXFt5virk6B22g5VJyZ-Nw,19.47751531906509,-99.12315166428084,,,,False,188.05833333333334,24,14,0.5833333333333334,0.6851633191108704,45,-4,upper_full,/home/runner/work/sample_website/sample_website/.cache/gsv_estrella_fast/panoramas/coarse/z1_QXFt5virk6B22g5VJyZ-Nw.jpg,/home/runner/work/sample_website/sample_website/.cache/gsv_estrella_fast/best_views/coarse/QXFt5virk6B22g5VJyZ-Nw.jpg,
BmB7Ub0IGofgTrHY2bwR-Q,19.47503860707324,-99.12149239187679,,,,False,188.05833333333334,24,14,0.5833333333333334,0.5841444134712219,180,-4,left_houses,/home/runner/work/sample_website/sample_website/.cache/gsv_estrella_fast/panoramas/coarse/z1_BmB7Ub0IGofgTrHY2bwR-Q.jpg,/home/runner/work/sample_website/sample_website/.cache/gsv_estrella_fast/best_views/coarse/BmB7Ub0IGofgTrHY2bwR-Q.jpg,
Jszt9KXZosORVQPSFvUQUQ,19.47620239200375,-99.12367554999601,,,,False,188.05833333333334,24,14,0.5833333333333334,0.7852557301521301,270,-4,left_houses,/home/runner/work/sample_website/sample_website/.cache/gsv_estrella_fast/panoramas/coarse/z1_Jszt9KXZosORVQPSFvUQUQ.jpg,/home/runner/work/sample_website/sample_website/.cache/gsv_estrella_fast/best_views/coarse/Jszt9KXZosORVQPSFvUQUQ.jpg,
i8zpxwPQvhWPgUsVlSWR-A,19.47413247446207,-99.12369783948861,,,,False,188.05833333333334,24,14,0.5833333333333334,0.5719971656799316,180,-4,left_houses,/home/runner/work/sample_website/sample_website/.cache/gsv_estrella_fast/panoramas/coarse/z1_i8zpxwPQvhWPgUsVlSWR-A.jpg,/home/runner/work/sample_website/sample_website/.cache/gsv_estrella_fast/best_views/coarse/i8zpxwPQvhWPgUsVlSWR-A.jpg,
Yz_zPan6laU9mWNbuwHbxg,19.47658527149188,-99.11766749209839,,,,False,188.05833333333334,24,14,0.5833333333333334,0.5257954597473145,180,-4,full,/home/runner/work/sample_website/sample_website/.cache/gsv_estrella_fast/panoramas/coarse/z1_Yz_zPan6laU9mWNbuwHbxg.jpg,/home/runner/work/sample_website/sample_website/.cache/gsv_estrella_fast/best_views/coarse/Yz_zPan6laU9mWNbuwHbxg.jpg,
-LSkiIVt4YuyPYuOe3zF9w,19.47037075267133,-99.12101537749139,,,,False,187.9754531838276,27,14,0.5185185185185185,0.48763856291770935,225,-4,left_houses,/home/runner/work/sample_website/sample_website/.cache/gsv_estrella_fast/panoramas/coarse/z1_-LSkiIVt4YuyPYuOe3zF9w.jpg,/home/runner/work/sample_website/sample_website/.cache/gsv_estrella_fast/best_views/coarse/-LSkiIVt4YuyPYuOe3zF9w.jpg,
PPYzg6b1WujNAp39mRymJQ,19.47377142676285,-99.11541409094988,,,,False,187.97173913043477,23,14,0.6086956521739131,0.616523027420044,180,-4,street_depth,/home/runner/work/sample_website/sample_website/.cache/gsv_estrella_fast/panoramas/coarse/z1_PPYzg6b1WujNAp39mRymJQ.jpg,/home/runner/work/sample_website/sample_website/.cache/gsv_estrella_fast/best_views/coarse/PPYzg6b1WujNAp39mRymJQ.jpg,
wzj1ZtOyQ2G4C9JwW_WWow,19.47040351128025,-99.11994003710547,,,,False,187.92895318269728,28,14,0.5,0.48263177275657654,0,-4,left_houses,/home/runner/work/sample_website/sample_website/.cache/gsv_estrella_fast/panoramas/coarse/z1_wzj1ZtOyQ2G4C9JwW_WWow.jpg,/home/runner/work/sample_website/sample_website/.cache/gsv_estrella_fast/best_views/coarse/wzj1ZtOyQ2G4C9JwW_WWow.jpg,
